,Home_Team,Away_Team,Result,Link,Season,Round,League
0,Cambuur,De Graafschap,1-1,https://www.besoccer.com/match/sc-cambuur-leeuwarden/graafschap/201058598,2010,1,eerste_divisie
1,HFC Haarlem ,BV Veendam ,1-6,https://www.besoccer.com/match/haarlem/veendam/201058599,2010,1,eerste_divisie
2,Go Ahead Eagles,FC Omniworld,2-0,https://www.besoccer.com/match/go-ahead-eagles/omniworld/201058600,2010,1,eerste_divisie
3,Fortuna Sittard,Helmond Sport,0-4,https://www.besoccer.com/match/fortuna-sittard/helmond-sport/201058601,2010,1,eerste_divisie
4,FC Volendam,Den Bosch,1-1,https://www.besoccer.com/match/fc-volendam/fc-den-bosch/201058602,2010,1,eerste_divisie
5,TOP Oss,Dordrecht,0-1,https://www.besoccer.com/match/fc-oss/fc-dordrecht/201058603,2010,1,eerste_divisie
6,Emmen,RBC Roosendaal,0-4,https://www.besoccer.com/match/emmen/rbc/201058604,2010,1,eerste_divisie
7,FC Eindhoven,MVV Maastricht,4-3,https://www.besoccer.com/match/fc-eindhoven/mvv/201058605,2010,1,eerste_divisie
8,Excelsior,SC Telstar,2-2,https://www.besoccer.com/match/excelsior/stormvogels-telstar/201058606,2010,1,eerste_divisie
9,AGOVV Apeldoorn,PEC Zwolle,2-0,https://www.besoccer.com/match/agovv-apeldoorn/fc-zwolle/201058607,2010,1,eerste_divisie
10,SC Telstar,TOP Oss,1-1,https://www.besoccer.com/match/stormvogels-telstar/fc-oss/201058608,2010,2,eerste_divisie
11,RBC Roosendaal,Go Ahead Eagles,1-3,https://www.besoccer.com/match/rbc/go-ahead-eagles/201058609,2010,2,eerste_divisie
12,MVV Maastricht,HFC Haarlem ,0-0,https://www.besoccer.com/match/mvv/haarlem/201058610,2010,2,eerste_divisie
13,Helmond Sport,Cambuur,2-4,https://www.besoccer.com/match/helmond-sport/sc-cambuur-leeuwarden/201058611,2010,2,eerste_divisie
14,PEC Zwolle,Emmen,0-0,https://www.besoccer.com/match/fc-zwolle/emmen/201058612,2010,2,eerste_divisie
15,FC Omniworld,FC Volendam,2-1,https://www.besoccer.com/match/omniworld/fc-volendam/201058613,2010,2,eerste_divisie
16,Dordrecht,AGOVV Apeldoorn,1-2,https://www.besoccer.com/match/fc-dordrecht/agovv-apeldoorn/201058614,2010,2,eerste_divisie
17,Den Bosch,Excelsior,2-3,https://www.besoccer.com/match/fc-den-bosch/excelsior/201058615,2010,2,eerste_divisie
18,De Graafschap,FC Eindhoven,3-0,https://www.besoccer.com/match/graafschap/fc-eindhoven/201058616,2010,2,eerste_divisie
19,BV Veendam ,Fortuna Sittard,5-1,https://www.besoccer.com/match/veendam/fortuna-sittard/201058617,2010,2,eerste_divisie
20,SC Telstar,Helmond Sport,1-4,https://www.besoccer.com/match/stormvogels-telstar/helmond-sport/201058618,2010,3,eerste_divisie
21,Cambuur,MVV Maastricht,1-1,https://www.besoccer.com/match/sc-cambuur-leeuwarden/mvv/201058619,2010,3,eerste_divisie
22,Go Ahead Eagles,De Graafschap,1-0,https://www.besoccer.com/match/go-ahead-eagles/graafschap/201058620,2010,3,eerste_divisie
23,Fortuna Sittard,HFC Haarlem ,5-1,https://www.besoccer.com/match/fortuna-sittard/haarlem/201058621,2010,3,eerste_divisie
24,TOP Oss,PEC Zwolle,2-1,https://www.besoccer.com/match/fc-oss/fc-zwolle/201058622,2010,3,eerste_divisie
25,Emmen,Den Bosch,0-0,https://www.besoccer.com/match/emmen/fc-den-bosch/201058623,2010,3,eerste_divisie
26,FC Eindhoven,FC Volendam,2-3,https://www.besoccer.com/match/fc-eindhoven/fc-volendam/201058624,2010,3,eerste_divisie
