,Home_Team,Away_Team,Result,Link,Season,Round,League
0,MVV Maastricht,Dordrecht,1-1,https://www.besoccer.com/match/mvv/fc-dordrecht/200310366,2003,1,eerste_divisie
1,Emmen,Sparta Rotterdam,3-0,https://www.besoccer.com/match/emmen/sparta-rotterdam/200310367,2003,1,eerste_divisie
2,Helmond Sport,FC Volendam,5-1,https://www.besoccer.com/match/helmond-sport/fc-volendam/200310368,2003,1,eerste_divisie
3,Fortuna Sittard,FC Eindhoven,1-2,https://www.besoccer.com/match/fortuna-sittard/fc-eindhoven/200310369,2003,1,eerste_divisie
4,Cambuur,BV Veendam ,1-0,https://www.besoccer.com/match/sc-cambuur-leeuwarden/veendam/200310370,2003,1,eerste_divisie
5,SC Telstar,VVV Venlo,2-0,https://www.besoccer.com/match/stormvogels-telstar/vvv/200310371,2003,1,eerste_divisie
6,Heracles,HFC Haarlem ,7-0,https://www.besoccer.com/match/heracles/haarlem/200310372,2003,1,eerste_divisie
7,ADO Den Haag,Den Bosch,3-1,https://www.besoccer.com/match/ado-den-haag/fc-den-bosch/200310365,2003,1,eerste_divisie
8,TOP Oss,Go Ahead Eagles,1-2,https://www.besoccer.com/match/fc-oss/go-ahead-eagles/200310364,2003,1,eerste_divisie
9,FC Eindhoven,MVV Maastricht,1-1,https://www.besoccer.com/match/fc-eindhoven/mvv/200310357,2003,2,eerste_divisie
10,Dordrecht,ADO Den Haag,1-3,https://www.besoccer.com/match/fc-dordrecht/ado-den-haag/200310358,2003,2,eerste_divisie
11,Go Ahead Eagles,Helmond Sport,4-3,https://www.besoccer.com/match/go-ahead-eagles/helmond-sport/200310359,2003,2,eerste_divisie
12,VVV Venlo,Heracles,1-3,https://www.besoccer.com/match/vvv/heracles/200310360,2003,2,eerste_divisie
13,FC Volendam,Emmen,0-1,https://www.besoccer.com/match/fc-volendam/emmen/200310361,2003,2,eerste_divisie
14,BV Veendam ,TOP Oss,4-0,https://www.besoccer.com/match/veendam/fc-oss/200310362,2003,2,eerste_divisie
15,HFC Haarlem ,Cambuur,2-0,https://www.besoccer.com/match/haarlem/sc-cambuur-leeuwarden/200310363,2003,2,eerste_divisie
16,Sparta Rotterdam,Fortuna Sittard,4-0,https://www.besoccer.com/match/sparta-rotterdam/fortuna-sittard/200310356,2003,2,eerste_divisie
17,Den Bosch,SC Telstar,1-1,https://www.besoccer.com/match/fc-den-bosch/stormvogels-telstar/200310355,2003,2,eerste_divisie
18,Cambuur,VVV Venlo,4-1,https://www.besoccer.com/match/sc-cambuur-leeuwarden/vvv/200310347,2003,3,eerste_divisie
19,SC Telstar,Dordrecht,2-0,https://www.besoccer.com/match/stormvogels-telstar/fc-dordrecht/200310348,2003,3,eerste_divisie
20,MVV Maastricht,Fortuna Sittard,0-0,https://www.besoccer.com/match/mvv/fortuna-sittard/200310349,2003,3,eerste_divisie
21,Emmen,Go Ahead Eagles,4-3,https://www.besoccer.com/match/emmen/go-ahead-eagles/200310350,2003,3,eerste_divisie
22,Helmond Sport,BV Veendam ,0-2,https://www.besoccer.com/match/helmond-sport/veendam/200310351,2003,3,eerste_divisie
