,Home_Team,Away_Team,Result,Link,Season,Round,League
0,PEC Zwolle,BV Veendam ,0-3,https://www.besoccer.com/match/fc-zwolle/veendam/199944396,1999,1,eerste_divisie
1,HFC Haarlem ,Dordrecht,0-4,https://www.besoccer.com/match/haarlem/fc-dordrecht/199944395,1999,1,eerste_divisie
2,Den Bosch,FC Eindhoven,0-1,https://www.besoccer.com/match/fc-den-bosch/fc-eindhoven/199944394,1999,1,eerste_divisie
3,VVV Venlo,ADO Den Haag,2-0,https://www.besoccer.com/match/vvv/ado-den-haag/199944393,1999,1,eerste_divisie
4,Groningen,RBC Roosendaal,6-0,https://www.besoccer.com/match/fc-groningen/rbc/199944392,1999,1,eerste_divisie
5,TOP Oss,Helmond Sport,2-1,https://www.besoccer.com/match/fc-oss/helmond-sport/199944391,1999,1,eerste_divisie
6,Emmen,FC Volendam,4-0,https://www.besoccer.com/match/emmen/fc-volendam/199944390,1999,1,eerste_divisie
7,SC Telstar,Go Ahead Eagles,2-3,https://www.besoccer.com/match/stormvogels-telstar/go-ahead-eagles/199944398,1999,1,eerste_divisie
8,Heracles,Excelsior,1-2,https://www.besoccer.com/match/heracles/excelsior/199944397,1999,1,eerste_divisie
9,RBC Roosendaal,VVV Venlo,1-3,https://www.besoccer.com/match/rbc/vvv/199944405,1999,2,eerste_divisie
10,Go Ahead Eagles,Heracles,3-1,https://www.besoccer.com/match/go-ahead-eagles/heracles/199944404,1999,2,eerste_divisie
11,Helmond Sport,FC Eindhoven,2-1,https://www.besoccer.com/match/helmond-sport/fc-eindhoven/199944403,1999,2,eerste_divisie
12,Den Bosch,PEC Zwolle,0-0,https://www.besoccer.com/match/fc-den-bosch/fc-zwolle/199944402,1999,2,eerste_divisie
13,BV Veendam ,Dordrecht,1-1,https://www.besoccer.com/match/veendam/fc-dordrecht/199944401,1999,2,eerste_divisie
14,HFC Haarlem ,Groningen,2-3,https://www.besoccer.com/match/haarlem/fc-groningen/199944400,1999,2,eerste_divisie
15,ADO Den Haag,SC Telstar,2-2,https://www.besoccer.com/match/ado-den-haag/stormvogels-telstar/199944399,1999,2,eerste_divisie
16,FC Volendam,TOP Oss,3-2,https://www.besoccer.com/match/fc-volendam/fc-oss/199944406,1999,2,eerste_divisie
17,Excelsior,Emmen,3-1,https://www.besoccer.com/match/excelsior/emmen/199944407,1999,2,eerste_divisie
18,TOP Oss,Excelsior,3-0,https://www.besoccer.com/match/fc-oss/excelsior/199944412,1999,3,eerste_divisie
19,PEC Zwolle,FC Eindhoven,1-1,https://www.besoccer.com/match/fc-zwolle/fc-eindhoven/199944411,1999,3,eerste_divisie
20,VVV Venlo,HFC Haarlem ,2-0,https://www.besoccer.com/match/vvv/haarlem/199944409,1999,3,eerste_divisie
21,Emmen,Go Ahead Eagles,1-0,https://www.besoccer.com/match/emmen/go-ahead-eagles/199944408,1999,3,eerste_divisie
22,SC Telstar,RBC Roosendaal,0-5,https://www.besoccer.com/match/stormvogels-telstar/rbc/199944410,1999,3,eerste_divisie
23,Groningen,BV Veendam ,2-0,https://www.besoccer.com/match/fc-groningen/veendam/199944413,1999,3,eerste_divisie
24,Heracles,ADO Den Haag,2-2,https://www.besoccer.com/match/heracles/ado-den-haag/199944414,1999,3,eerste_divisie
25,FC Volendam,Helmond Sport,4-2,https://www.besoccer.com/match/fc-volendam/helmond-sport/199944415,1999,3,eerste_divisie
26,RBC Roosendaal,Heracles,3-1,https://www.besoccer.com/match/rbc/heracles/199944422,1999,4,eerste_divisie
27,Go Ahead Eagles,TOP Oss,3-0,https://www.besoccer.com/match/go-ahead-eagles/fc-oss/199944421,1999,4,eerste_divisie
28,Helmond Sport,PEC Zwolle,0-3,https://www.besoccer.com/match/helmond-sport/fc-zwolle/199944420,1999,4,eerste_divisie
29,Excelsior,FC Volendam,3-1,https://www.besoccer.com/match/excelsior/fc-volendam/199944419,1999,4,eerste_divisie
30,BV Veendam ,VVV Venlo,1-1,https://www.besoccer.com/match/veendam/vvv/199944418,1999,4,eerste_divisie
31,HFC Haarlem ,SC Telstar,1-0,https://www.besoccer.com/match/haarlem/stormvogels-telstar/199944417,1999,4,eerste_divisie
32,ADO Den Haag,Emmen,4-1,https://www.besoccer.com/match/ado-den-haag/emmen/199944416,1999,4,eerste_divisie
33,Den Bosch,Groningen,0-0,https://www.besoccer.com/match/fc-den-bosch/fc-groningen/199944423,1999,4,eerste_divisie
34,FC Eindhoven,Dordrecht,4-1,https://www.besoccer.com/match/fc-eindhoven/fc-dordrecht/199944424,1999,4,eerste_divisie
35,Heracles,HFC Haarlem ,1-1,https://www.besoccer.com/match/heracles/haarlem/199944430,1999,5,eerste_divisie
36,Emmen,RBC Roosendaal,3-1,https://www.besoccer.com/match/emmen/rbc/199944429,1999,5,eerste_divisie
37,VVV Venlo,Den Bosch,2-3,https://www.besoccer.com/match/vvv/fc-den-bosch/199944428,1999,5,eerste_divisie
38,Groningen,FC Eindhoven,5-0,https://www.besoccer.com/match/fc-groningen/fc-eindhoven/199944427,1999,5,eerste_divisie
39,SC Telstar,BV Veendam ,2-3,https://www.besoccer.com/match/stormvogels-telstar/veendam/199944426,1999,5,eerste_divisie
40,Excelsior,Helmond Sport,2-2,https://www.besoccer.com/match/excelsior/helmond-sport/199944425,1999,5,eerste_divisie
