,Home_Team,Away_Team,Result,Link,Season,Round,League
0,PEC Zwolle,RBC Roosendaal,3-1,https://www.besoccer.com/match/fc-zwolle/rbc/199819820,1998,1,eerste_divisie
1,BV Veendam ,VVV Venlo,1-1,https://www.besoccer.com/match/veendam/vvv/199819819,1998,1,eerste_divisie
2,FC Eindhoven,TOP Oss,1-0,https://www.besoccer.com/match/fc-eindhoven/fc-oss/199819818,1998,1,eerste_divisie
3,ADO Den Haag,Excelsior,4-1,https://www.besoccer.com/match/ado-den-haag/excelsior/199819821,1998,1,eerste_divisie
4,Dordrecht,Cambuur,2-1,https://www.besoccer.com/match/fc-dordrecht/sc-cambuur-leeuwarden/199819822,1998,1,eerste_divisie
5,SC Telstar,Helmond Sport,1-2,https://www.besoccer.com/match/stormvogels-telstar/helmond-sport/199819823,1998,1,eerste_divisie
6,Go Ahead Eagles,HFC Haarlem ,3-0,https://www.besoccer.com/match/go-ahead-eagles/haarlem/199819824,1998,1,eerste_divisie
7,Emmen,AZ Alkmaar,1-1,https://www.besoccer.com/match/emmen/az/199819825,1998,1,eerste_divisie
8,Heracles,Den Bosch,1-2,https://www.besoccer.com/match/heracles/fc-den-bosch/199819826,1998,1,eerste_divisie
9,TOP Oss,Excelsior,0-1,https://www.besoccer.com/match/fc-oss/excelsior/199819827,1998,2,eerste_divisie
10,FC Eindhoven,Helmond Sport,4-0,https://www.besoccer.com/match/fc-eindhoven/helmond-sport/199819828,1998,2,eerste_divisie
11,Cambuur,SC Telstar,4-1,https://www.besoccer.com/match/sc-cambuur-leeuwarden/stormvogels-telstar/199819829,1998,2,eerste_divisie
12,BV Veendam ,Dordrecht,1-1,https://www.besoccer.com/match/veendam/fc-dordrecht/199819830,1998,2,eerste_divisie
13,HFC Haarlem ,RBC Roosendaal,1-2,https://www.besoccer.com/match/haarlem/rbc/199819831,1998,2,eerste_divisie
14,VVV Venlo,Heracles,1-1,https://www.besoccer.com/match/vvv/heracles/199819832,1998,2,eerste_divisie
15,Den Bosch,PEC Zwolle,1-2,https://www.besoccer.com/match/fc-den-bosch/fc-zwolle/199819833,1998,2,eerste_divisie
16,AZ Alkmaar,Go Ahead Eagles,7-1,https://www.besoccer.com/match/az/go-ahead-eagles/199819834,1998,2,eerste_divisie
17,ADO Den Haag,Emmen,3-2,https://www.besoccer.com/match/ado-den-haag/emmen/199819835,1998,2,eerste_divisie
18,Dordrecht,Heracles,1-1,https://www.besoccer.com/match/fc-dordrecht/heracles/199819836,1998,3,eerste_divisie
19,Cambuur,FC Eindhoven,2-2,https://www.besoccer.com/match/sc-cambuur-leeuwarden/fc-eindhoven/199819837,1998,3,eerste_divisie
20,SC Telstar,BV Veendam ,3-2,https://www.besoccer.com/match/stormvogels-telstar/veendam/199819838,1998,3,eerste_divisie
21,Go Ahead Eagles,Emmen,0-2,https://www.besoccer.com/match/go-ahead-eagles/emmen/199819839,1998,3,eerste_divisie
22,VVV Venlo,PEC Zwolle,1-1,https://www.besoccer.com/match/vvv/fc-zwolle/199819840,1998,3,eerste_divisie
