,Home_Team,Away_Team,Result,Link,Season,Round,League
0,Dordrecht,FC Eindhoven,1-1,https://www.besoccer.com/match/fc-dordrecht/fc-eindhoven/200410771,2004,1,eerste_divisie
1,AGOVV Apeldoorn,TOP Oss,1-2,https://www.besoccer.com/match/agovv-apeldoorn/fc-oss/200410772,2004,1,eerste_divisie
2,SC Telstar,MVV Maastricht,3-1,https://www.besoccer.com/match/stormvogels-telstar/mvv/200410773,2004,1,eerste_divisie
3,Helmond Sport,Cambuur,2-0,https://www.besoccer.com/match/helmond-sport/sc-cambuur-leeuwarden/200410774,2004,1,eerste_divisie
4,VVV Venlo,Heracles,1-1,https://www.besoccer.com/match/vvv/heracles/200410775,2004,1,eerste_divisie
5,Fortuna Sittard,BV Veendam ,2-2,https://www.besoccer.com/match/fortuna-sittard/veendam/200410776,2004,1,eerste_divisie
6,Emmen,Excelsior,0-0,https://www.besoccer.com/match/emmen/excelsior/200410777,2004,1,eerste_divisie
7,Sparta Rotterdam,De Graafschap,6-1,https://www.besoccer.com/match/sparta-rotterdam/graafschap/200410770,2004,1,eerste_divisie
8,HFC Haarlem ,Den Bosch,1-3,https://www.besoccer.com/match/haarlem/fc-den-bosch/200410769,2004,1,eerste_divisie
9,BV Veendam ,Helmond Sport,0-3,https://www.besoccer.com/match/veendam/helmond-sport/200410760,2004,2,eerste_divisie
10,Den Bosch,Sparta Rotterdam,2-0,https://www.besoccer.com/match/fc-den-bosch/sparta-rotterdam/200410761,2004,2,eerste_divisie
11,MVV Maastricht,HFC Haarlem ,1-1,https://www.besoccer.com/match/mvv/haarlem/200410762,2004,2,eerste_divisie
12,TOP Oss,SC Telstar,3-0,https://www.besoccer.com/match/fc-oss/stormvogels-telstar/200410763,2004,2,eerste_divisie
13,De Graafschap,Fortuna Sittard,1-1,https://www.besoccer.com/match/graafschap/fortuna-sittard/200410764,2004,2,eerste_divisie
14,Excelsior,VVV Venlo,0-1,https://www.besoccer.com/match/excelsior/vvv/200410765,2004,2,eerste_divisie
15,FC Eindhoven,Emmen,1-1,https://www.besoccer.com/match/fc-eindhoven/emmen/200410766,2004,2,eerste_divisie
16,Heracles,AGOVV Apeldoorn,2-4,https://www.besoccer.com/match/heracles/agovv-apeldoorn/200410767,2004,2,eerste_divisie
17,Cambuur,Go Ahead Eagles,0-4,https://www.besoccer.com/match/sc-cambuur-leeuwarden/go-ahead-eagles/200410768,2004,2,eerste_divisie
18,Emmen,TOP Oss,2-2,https://www.besoccer.com/match/emmen/fc-oss/200410751,2004,3,eerste_divisie
19,Den Bosch,De Graafschap,4-2,https://www.besoccer.com/match/fc-den-bosch/graafschap/200410752,2004,3,eerste_divisie
20,Go Ahead Eagles,Excelsior,2-3,https://www.besoccer.com/match/go-ahead-eagles/excelsior/200410753,2004,3,eerste_divisie
21,Dordrecht,Heracles,2-2,https://www.besoccer.com/match/fc-dordrecht/heracles/200410754,2004,3,eerste_divisie
22,AGOVV Apeldoorn,MVV Maastricht,3-0,https://www.besoccer.com/match/agovv-apeldoorn/mvv/200410755,2004,3,eerste_divisie
23,VVV Venlo,SC Telstar,3-0,https://www.besoccer.com/match/vvv/stormvogels-telstar/200410756,2004,3,eerste_divisie
24,Sparta Rotterdam,Cambuur,2-0,https://www.besoccer.com/match/sparta-rotterdam/sc-cambuur-leeuwarden/200410757,2004,3,eerste_divisie
25,HFC Haarlem ,BV Veendam ,1-0,https://www.besoccer.com/match/haarlem/veendam/200410758,2004,3,eerste_divisie
26,Helmond Sport,FC Eindhoven,2-0,https://www.besoccer.com/match/helmond-sport/fc-eindhoven/200410759,2004,3,eerste_divisie
27,SC Telstar,AGOVV Apeldoorn,0-0,https://www.besoccer.com/match/stormvogels-telstar/agovv-apeldoorn/200410749,2004,4,eerste_divisie
28,Heracles,Emmen,4-1,https://www.besoccer.com/match/heracles/emmen/200410742,2004,4,eerste_divisie
29,MVV Maastricht,Den Bosch,2-2,https://www.besoccer.com/match/mvv/fc-den-bosch/200410743,2004,4,eerste_divisie
30,De Graafschap,HFC Haarlem ,2-0,https://www.besoccer.com/match/graafschap/haarlem/200410744,2004,4,eerste_divisie
31,BV Veendam ,Sparta Rotterdam,0-5,https://www.besoccer.com/match/veendam/sparta-rotterdam/200410745,2004,4,eerste_divisie
32,Cambuur,Fortuna Sittard,1-1,https://www.besoccer.com/match/sc-cambuur-leeuwarden/fortuna-sittard/200410746,2004,4,eerste_divisie
33,Excelsior,Dordrecht,4-2,https://www.besoccer.com/match/excelsior/fc-dordrecht/200410747,2004,4,eerste_divisie
34,FC Eindhoven,Go Ahead Eagles,1-3,https://www.besoccer.com/match/fc-eindhoven/go-ahead-eagles/200410748,2004,4,eerste_divisie
35,TOP Oss,VVV Venlo,2-2,https://www.besoccer.com/match/fc-oss/vvv/200410750,2004,4,eerste_divisie
36,Helmond Sport,De Graafschap,2-2,https://www.besoccer.com/match/helmond-sport/graafschap/200410735,2004,5,eerste_divisie
37,VVV Venlo,FC Eindhoven,3-2,https://www.besoccer.com/match/vvv/fc-eindhoven/200410736,2004,5,eerste_divisie
38,Sparta Rotterdam,HFC Haarlem ,3-0,https://www.besoccer.com/match/sparta-rotterdam/haarlem/200410737,2004,5,eerste_divisie
39,TOP Oss,MVV Maastricht,7-0,https://www.besoccer.com/match/fc-oss/mvv/200410738,2004,5,eerste_divisie
40,Go Ahead Eagles,BV Veendam ,5-0,https://www.besoccer.com/match/go-ahead-eagles/veendam/200410739,2004,5,eerste_divisie
41,SC Telstar,Heracles,2-1,https://www.besoccer.com/match/stormvogels-telstar/heracles/200410740,2004,5,eerste_divisie
42,Dordrecht,Cambuur,3-0,https://www.besoccer.com/match/fc-dordrecht/sc-cambuur-leeuwarden/200410741,2004,5,eerste_divisie
43,AGOVV Apeldoorn,Excelsior,0-2,https://www.besoccer.com/match/agovv-apeldoorn/excelsior/200410733,2004,5,eerste_divisie
44,Fortuna Sittard,Den Bosch,2-3,https://www.besoccer.com/match/fortuna-sittard/fc-den-bosch/200410734,2004,5,eerste_divisie
45,FC Eindhoven,AGOVV Apeldoorn,1-1,https://www.besoccer.com/match/fc-eindhoven/agovv-apeldoorn/200410725,2004,6,eerste_divisie
46,MVV Maastricht,Sparta Rotterdam,0-3,https://www.besoccer.com/match/mvv/sparta-rotterdam/200410726,2004,6,eerste_divisie
47,Den Bosch,Helmond Sport,1-1,https://www.besoccer.com/match/fc-den-bosch/helmond-sport/200410727,2004,6,eerste_divisie
48,Heracles,TOP Oss,2-0,https://www.besoccer.com/match/heracles/fc-oss/200410728,2004,6,eerste_divisie
49,HFC Haarlem ,Fortuna Sittard,1-1,https://www.besoccer.com/match/haarlem/fortuna-sittard/200410729,2004,6,eerste_divisie
50,Cambuur,Emmen,3-1,https://www.besoccer.com/match/sc-cambuur-leeuwarden/emmen/200410730,2004,6,eerste_divisie
51,BV Veendam ,Dordrecht,1-1,https://www.besoccer.com/match/veendam/fc-dordrecht/200410731,2004,6,eerste_divisie
52,Excelsior,SC Telstar,1-1,https://www.besoccer.com/match/excelsior/stormvogels-telstar/200410732,2004,6,eerste_divisie
53,De Graafschap,Go Ahead Eagles,2-2,https://www.besoccer.com/match/graafschap/go-ahead-eagles/200410724,2004,6,eerste_divisie
54,Helmond Sport,Fortuna Sittard,1-0,https://www.besoccer.com/match/helmond-sport/fortuna-sittard/200410715,2004,7,eerste_divisie
55,Dordrecht,HFC Haarlem ,0-3,https://www.besoccer.com/match/fc-dordrecht/haarlem/200410716,2004,7,eerste_divisie
56,AGOVV Apeldoorn,BV Veendam ,4-2,https://www.besoccer.com/match/agovv-apeldoorn/veendam/200410717,2004,7,eerste_divisie
57,VVV Venlo,De Graafschap,0-1,https://www.besoccer.com/match/vvv/graafschap/200410718,2004,7,eerste_divisie
58,Excelsior,MVV Maastricht,2-0,https://www.besoccer.com/match/excelsior/mvv/200410719,2004,7,eerste_divisie
59,SC Telstar,Cambuur,4-2,https://www.besoccer.com/match/stormvogels-telstar/sc-cambuur-leeuwarden/200410720,2004,7,eerste_divisie
60,Go Ahead Eagles,Sparta Rotterdam,2-3,https://www.besoccer.com/match/go-ahead-eagles/sparta-rotterdam/200410721,2004,7,eerste_divisie
61,Heracles,FC Eindhoven,3-0,https://www.besoccer.com/match/heracles/fc-eindhoven/200410722,2004,7,eerste_divisie
62,Emmen,Den Bosch,0-2,https://www.besoccer.com/match/emmen/fc-den-bosch/200410723,2004,7,eerste_divisie
63,Fortuna Sittard,Go Ahead Eagles,1-3,https://www.besoccer.com/match/fortuna-sittard/go-ahead-eagles/200410707,2004,8,eerste_divisie
64,FC Eindhoven,Excelsior,0-1,https://www.besoccer.com/match/fc-eindhoven/excelsior/200410708,2004,8,eerste_divisie
65,De Graafschap,AGOVV Apeldoorn,3-0,https://www.besoccer.com/match/graafschap/agovv-apeldoorn/200410709,2004,8,eerste_divisie
66,Den Bosch,VVV Venlo,3-0,https://www.besoccer.com/match/fc-den-bosch/vvv/200410710,2004,8,eerste_divisie
67,MVV Maastricht,Helmond Sport,1-3,https://www.besoccer.com/match/mvv/helmond-sport/200410711,2004,8,eerste_divisie
68,HFC Haarlem ,Emmen,1-2,https://www.besoccer.com/match/haarlem/emmen/200410712,2004,8,eerste_divisie
69,Cambuur,TOP Oss,0-0,https://www.besoccer.com/match/sc-cambuur-leeuwarden/fc-oss/200410713,2004,8,eerste_divisie
70,BV Veendam ,SC Telstar,2-2,https://www.besoccer.com/match/veendam/stormvogels-telstar/200410714,2004,8,eerste_divisie
71,Sparta Rotterdam,Dordrecht,1-2,https://www.besoccer.com/match/sparta-rotterdam/fc-dordrecht/200410706,2004,8,eerste_divisie
72,TOP Oss,Excelsior,1-2,https://www.besoccer.com/match/fc-oss/excelsior/200410700,2004,9,eerste_divisie
73,Emmen,BV Veendam ,1-0,https://www.besoccer.com/match/emmen/veendam/200410701,2004,9,eerste_divisie
74,Fortuna Sittard,Sparta Rotterdam,1-1,https://www.besoccer.com/match/fortuna-sittard/sparta-rotterdam/200410702,2004,9,eerste_divisie
75,VVV Venlo,Cambuur,4-0,https://www.besoccer.com/match/vvv/sc-cambuur-leeuwarden/200410703,2004,9,eerste_divisie
76,Dordrecht,De Graafschap,0-0,https://www.besoccer.com/match/fc-dordrecht/graafschap/200410704,2004,9,eerste_divisie
77,Heracles,MVV Maastricht,2-0,https://www.besoccer.com/match/heracles/mvv/200410705,2004,9,eerste_divisie
78,Helmond Sport,HFC Haarlem ,4-3,https://www.besoccer.com/match/helmond-sport/haarlem/200410699,2004,9,eerste_divisie
79,Go Ahead Eagles,Den Bosch,3-0,https://www.besoccer.com/match/go-ahead-eagles/fc-den-bosch/200410698,2004,9,eerste_divisie
80,SC Telstar,FC Eindhoven,5-1,https://www.besoccer.com/match/stormvogels-telstar/fc-eindhoven/200410697,2004,9,eerste_divisie
81,BV Veendam ,VVV Venlo,3-2,https://www.besoccer.com/match/veendam/vvv/200410690,2004,10,eerste_divisie
82,Cambuur,AGOVV Apeldoorn,2-0,https://www.besoccer.com/match/sc-cambuur-leeuwarden/agovv-apeldoorn/200410691,2004,10,eerste_divisie
83,HFC Haarlem ,Go Ahead Eagles,1-1,https://www.besoccer.com/match/haarlem/go-ahead-eagles/200410692,2004,10,eerste_divisie
84,MVV Maastricht,Fortuna Sittard,2-2,https://www.besoccer.com/match/mvv/fortuna-sittard/200410693,2004,10,eerste_divisie
85,De Graafschap,Emmen,2-1,https://www.besoccer.com/match/graafschap/emmen/200410694,2004,10,eerste_divisie
86,FC Eindhoven,TOP Oss,1-1,https://www.besoccer.com/match/fc-eindhoven/fc-oss/200410695,2004,10,eerste_divisie
87,Excelsior,Heracles,1-2,https://www.besoccer.com/match/excelsior/heracles/200410696,2004,10,eerste_divisie
88,Den Bosch,Dordrecht,1-0,https://www.besoccer.com/match/fc-den-bosch/fc-dordrecht/200410689,2004,10,eerste_divisie
89,Sparta Rotterdam,Helmond Sport,0-3,https://www.besoccer.com/match/sparta-rotterdam/helmond-sport/200410688,2004,10,eerste_divisie
90,FC Eindhoven,MVV Maastricht,3-0,https://www.besoccer.com/match/fc-eindhoven/mvv/200410679,2004,11,eerste_divisie
91,Go Ahead Eagles,Helmond Sport,1-4,https://www.besoccer.com/match/go-ahead-eagles/helmond-sport/200410680,2004,11,eerste_divisie
92,SC Telstar,De Graafschap,2-0,https://www.besoccer.com/match/stormvogels-telstar/graafschap/200410681,2004,11,eerste_divisie
93,TOP Oss,BV Veendam ,1-3,https://www.besoccer.com/match/fc-oss/veendam/200410682,2004,11,eerste_divisie
