,Home_Team,Away_Team,Result,Link,Season,Round,League
0,VVV Venlo,BV Veendam ,2-4,https://www.besoccer.com/match/vvv/veendam/200222450,2002,1,eerste_divisie
1,MVV Maastricht,PEC Zwolle,1-3,https://www.besoccer.com/match/mvv/fc-zwolle/200222451,2002,1,eerste_divisie
2,Cambuur,HFC Haarlem ,1-1,https://www.besoccer.com/match/sc-cambuur-leeuwarden/haarlem/200222452,2002,1,eerste_divisie
3,FC Eindhoven,Helmond Sport,1-1,https://www.besoccer.com/match/fc-eindhoven/helmond-sport/200222453,2002,1,eerste_divisie
4,Heracles,TOP Oss,3-0,https://www.besoccer.com/match/heracles/fc-oss/200222455,2002,1,eerste_divisie
5,SC Telstar,Excelsior,1-3,https://www.besoccer.com/match/stormvogels-telstar/excelsior/200222456,2002,1,eerste_divisie
6,Go Ahead Eagles,RBC Roosendaal,2-2,https://www.besoccer.com/match/go-ahead-eagles/rbc/200222454,2002,1,eerste_divisie
7,FC Volendam,Emmen,2-1,https://www.besoccer.com/match/fc-volendam/emmen/200222458,2002,1,eerste_divisie
8,Dordrecht,ADO Den Haag,1-2,https://www.besoccer.com/match/fc-dordrecht/ado-den-haag/200222457,2002,1,eerste_divisie
9,ADO Den Haag,Go Ahead Eagles,4-0,https://www.besoccer.com/match/ado-den-haag/go-ahead-eagles/200222459,2002,2,eerste_divisie
10,RBC Roosendaal,VVV Venlo,2-0,https://www.besoccer.com/match/rbc/vvv/200222460,2002,2,eerste_divisie
11,BV Veendam ,FC Volendam,1-0,https://www.besoccer.com/match/veendam/fc-volendam/200222461,2002,2,eerste_divisie
12,TOP Oss,MVV Maastricht,3-1,https://www.besoccer.com/match/fc-oss/mvv/200222462,2002,2,eerste_divisie
13,PEC Zwolle,SC Telstar,2-1,https://www.besoccer.com/match/fc-zwolle/stormvogels-telstar/200222464,2002,2,eerste_divisie
14,Helmond Sport,Cambuur,0-2,https://www.besoccer.com/match/helmond-sport/sc-cambuur-leeuwarden/200222463,2002,2,eerste_divisie
15,HFC Haarlem ,Dordrecht,1-3,https://www.besoccer.com/match/haarlem/fc-dordrecht/200222465,2002,2,eerste_divisie
16,Emmen,Heracles,1-0,https://www.besoccer.com/match/emmen/heracles/200222467,2002,2,eerste_divisie
17,Excelsior,FC Eindhoven,1-0,https://www.besoccer.com/match/excelsior/fc-eindhoven/200222466,2002,2,eerste_divisie
18,MVV Maastricht,FC Eindhoven,2-2,https://www.besoccer.com/match/mvv/fc-eindhoven/200222468,2002,3,eerste_divisie
19,Cambuur,RBC Roosendaal,1-0,https://www.besoccer.com/match/sc-cambuur-leeuwarden/rbc/200222472,2002,3,eerste_divisie
20,SC Telstar,Helmond Sport,2-0,https://www.besoccer.com/match/stormvogels-telstar/helmond-sport/200222469,2002,3,eerste_divisie
21,VVV Venlo,TOP Oss,3-0,https://www.besoccer.com/match/vvv/fc-oss/200222470,2002,3,eerste_divisie
22,Dordrecht,BV Veendam ,1-3,https://www.besoccer.com/match/fc-dordrecht/veendam/200222471,2002,3,eerste_divisie
23,Heracles,Excelsior,1-2,https://www.besoccer.com/match/heracles/excelsior/200222473,2002,3,eerste_divisie
24,FC Volendam,PEC Zwolle,1-3,https://www.besoccer.com/match/fc-volendam/fc-zwolle/200222474,2002,3,eerste_divisie
25,HFC Haarlem ,ADO Den Haag,1-2,https://www.besoccer.com/match/haarlem/ado-den-haag/200222475,2002,3,eerste_divisie
26,Go Ahead Eagles,Emmen,2-3,https://www.besoccer.com/match/go-ahead-eagles/emmen/200222476,2002,3,eerste_divisie
27,FC Eindhoven,SC Telstar,0-4,https://www.besoccer.com/match/fc-eindhoven/stormvogels-telstar/200222482,2002,4,eerste_divisie
28,PEC Zwolle,Heracles,1-0,https://www.besoccer.com/match/fc-zwolle/heracles/200222481,2002,4,eerste_divisie
29,ADO Den Haag,Cambuur,0-0,https://www.besoccer.com/match/ado-den-haag/sc-cambuur-leeuwarden/200222480,2002,4,eerste_divisie
30,Helmond Sport,HFC Haarlem ,0-3,https://www.besoccer.com/match/helmond-sport/haarlem/200222477,2002,4,eerste_divisie
31,RBC Roosendaal,Dordrecht,3-1,https://www.besoccer.com/match/rbc/fc-dordrecht/200222478,2002,4,eerste_divisie
32,TOP Oss,FC Volendam,1-1,https://www.besoccer.com/match/fc-oss/fc-volendam/200222479,2002,4,eerste_divisie
