,Home_Team,Away_Team,Result,Link,Season,Round,League
0,MVV Maastricht,AGOVV Apeldoorn,2-2,https://www.besoccer.com/match/mvv/agovv-apeldoorn/2006103946,2006,1,eerste_divisie
1,Emmen,Den Bosch,3-1,https://www.besoccer.com/match/emmen/fc-den-bosch/2006103947,2006,1,eerste_divisie
2,VVV Venlo,SC Telstar,1-0,https://www.besoccer.com/match/vvv/stormvogels-telstar/2006103948,2006,1,eerste_divisie
3,TOP Oss,Dordrecht,1-2,https://www.besoccer.com/match/fc-oss/fc-dordrecht/2006103945,2006,1,eerste_divisie
4,Fortuna Sittard,Go Ahead Eagles,3-2,https://www.besoccer.com/match/fortuna-sittard/go-ahead-eagles/2006103944,2006,1,eerste_divisie
5,PEC Zwolle,FC Volendam,1-1,https://www.besoccer.com/match/fc-zwolle/fc-volendam/2006103941,2006,1,eerste_divisie
6,Helmond Sport,FC Eindhoven,3-1,https://www.besoccer.com/match/helmond-sport/fc-eindhoven/2006103943,2006,1,eerste_divisie
7,Cambuur,Excelsior,0-1,https://www.besoccer.com/match/sc-cambuur-leeuwarden/excelsior/2006103942,2006,1,eerste_divisie
8,HFC Haarlem ,De Graafschap,3-0,https://www.besoccer.com/match/haarlem/graafschap/2006103949,2006,1,eerste_divisie
9,FC Omniworld,BV Veendam ,1-2,https://www.besoccer.com/match/omniworld/veendam/2006103950,2006,1,eerste_divisie
10,SC Telstar,Fortuna Sittard,2-2,https://www.besoccer.com/match/stormvogels-telstar/fortuna-sittard/2006103951,2006,2,eerste_divisie
11,AGOVV Apeldoorn,VVV Venlo,0-2,https://www.besoccer.com/match/agovv-apeldoorn/vvv/2006103952,2006,2,eerste_divisie
12,BV Veendam ,TOP Oss,0-0,https://www.besoccer.com/match/veendam/fc-oss/2006103953,2006,2,eerste_divisie
13,De Graafschap,MVV Maastricht,0-2,https://www.besoccer.com/match/graafschap/mvv/2006103954,2006,2,eerste_divisie
14,Excelsior,Emmen,3-0,https://www.besoccer.com/match/excelsior/emmen/2006103955,2006,2,eerste_divisie
15,Den Bosch,Helmond Sport,1-0,https://www.besoccer.com/match/fc-den-bosch/helmond-sport/2006103956,2006,2,eerste_divisie
16,FC Eindhoven,FC Omniworld,2-0,https://www.besoccer.com/match/fc-eindhoven/omniworld/2006103957,2006,2,eerste_divisie
17,FC Volendam,HFC Haarlem ,5-0,https://www.besoccer.com/match/fc-volendam/haarlem/2006103958,2006,2,eerste_divisie
18,Go Ahead Eagles,Cambuur,2-2,https://www.besoccer.com/match/go-ahead-eagles/sc-cambuur-leeuwarden/2006103959,2006,2,eerste_divisie
19,Dordrecht,PEC Zwolle,2-2,https://www.besoccer.com/match/fc-dordrecht/fc-zwolle/2006103960,2006,2,eerste_divisie
20,TOP Oss,FC Eindhoven,2-1,https://www.besoccer.com/match/fc-oss/fc-eindhoven/2006103961,2006,3,eerste_divisie
